Datum;Konto;Typ av transaktion;Värdepapper/beskrivning;Antal;Kurs;Belopp;Transaktionsvaluta;Courtage;Valutakurs;Instrumentvaluta;ISIN;Resultat
2025-08-07;Utdelningsportföljen;Uttag;Uttag till 6000355308118;;;-210000;SEK;;1;;;
2025-08-07;Utdelningsportföljen;Insättning;Överföring från Avanzakonto 7288898;;;25000;SEK;;1;;;
2025-08-07;Fonder;Uttag;Överföring till Avanzakonto 3028640;;;-25000;SEK;;1;;;
2025-08-04;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2025-08-04;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie 15%;200;;-80,22;SEK;;1;;US00206R1023;
2025-08-04;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;534,81;SEK;;1;USD;US00206R1023;
2025-07-01;Fonder;Köp;Avanza Zero;59,2627;421,85;-24999,97;SEK;0;;SEK;SE0001718388;
2025-06-27;Fonder;Insättning;Överföring från Avanzakonto 3028640;;;50000;SEK;;1;;;
2025-06-27;Utdelningsportföljen;Uttag;Överföring till Avanzakonto 7288898;;;-50000;SEK;;1;;;
2025-06-25;Oscars Portfölj;Köp;Avanza Zero;26,5117;414,91;-10999,97;SEK;0;;SEK;SE0001718388;
2025-05-20;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;50000;SEK;;1;;;
2025-05-19;Utdelningsportföljen;Utdelning;Tele2 B;300;3,2;960;SEK;;;SEK;SE0005190238;
2025-05-12;Utdelningsportföljen;Utdelning;Peab B;400;1,5;600;SEK;;;SEK;SE0000106205;
2025-05-08;Oscars Portfölj;Insättning;Direktinsättning via Swish;;;6600;SEK;;;;;
2025-05-05;Utdelningsportföljen;Utdelning;Softronic B;1876;1,35;2532,6;SEK;;;SEK;SE0000323305;
2025-05-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie 15%;200;;-79,81;SEK;;1;;US00206R1023;
2025-05-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;532,07;SEK;;1;USD;US00206R1023;
2025-04-15;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2025-04-08;Utdelningsportföljen;Köp;Brinova Fastigheter B;2369;16,396834;-38902,37;SEK;58,27;;SEK;SE0008347652;
2025-04-01;Utdelningsportföljen;Utdelning;Handelsbanken B;207;15;3105;SEK;;;SEK;SE0007100607;
2025-04-01;Utdelningsportföljen;Utdelning;Swedbank A;305;21,7;6618,5;SEK;;;SEK;SE0000242455;
2025-04-01;Utdelningsportföljen;Utländsk källskatt;Utdelning NDA SE 10.15012 SEK/aktie [0,94 EUR] 35%;1160;;-4120,95;SEK;;;;FI4000297767;
2025-04-01;Utdelningsportföljen;Utdelning;Nordea Bank;1160;10,15012;11774,14;SEK;;;SEK;FI4000297767;
2025-02-11;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2025-02-04;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie 15%;200;;-91,18;SEK;;1;;US00206R1023;
2025-02-04;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;607,84;SEK;;1;USD;US00206R1023;
2024-11-13;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;50000;SEK;;;;;
2024-11-12;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;50000;SEK;;;;;
2024-11-04;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2024-11-04;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie 15%;200;;-88,73;SEK;;1;;US00206R1023;
2024-11-04;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;591,52;SEK;;1;USD;US00206R1023;
2024-11-04;Oscars Portfölj;Insättning;Direktinsättning från Handelsbanken;;;4500;SEK;;;;;
2024-10-17;Utdelningsportföljen;Utdelning;Tele2 B;300;3,45;1035;SEK;;;SEK;SE0005190238;
2024-08-16;Oscars Portfölj;Köp;Avanza Zero;9,6583;414,15;-3999,98;SEK;0;;SEK;SE0001718388;
2024-08-12;Oscars Portfölj;Insättning;Direktinsättning via Swish;;;1000;SEK;;;;;
2024-08-05;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2024-08-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie 15%;200;;-87,99;SEK;;1;;US00206R1023;
2024-08-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;586,58;SEK;;1;USD;US00206R1023;
2024-07-25;Oscars Portfölj;Insättning;Överföring från Avanzakonto 3028640;;;2500;SEK;;;;;
2024-07-25;Utdelningsportföljen;Uttag;Överföring till Avanzakonto 9907494;;;-2500;SEK;;;;;
2024-07-01;Utdelningsportföljen;Utdelning;SBB Norden D;4000;2;8000;SEK;;;SEK;SE0011844091;
2024-05-31;Utdelningsportföljen;Ränta;;;;8,8;SEK;;;;;
2024-05-21;Utdelningsportföljen;Utdelning;Tele2 B;300;3,45;1035;SEK;;;SEK;SE0005190238;
2024-05-13;Utdelningsportföljen;Utdelning;Peab B;400;1,5;600;SEK;;;SEK;SE0000106205;
2024-05-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie 15%;200;;-90,85;SEK;;1;;US00206R1023;
2024-05-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;605,67;SEK;;1;USD;US00206R1023;
2024-05-01;Utdelningsportföljen;Utdelning;Softronic B;1876;1,35;2532,6;SEK;;;SEK;SE0000323305;
2024-04-30;Utdelningsportföljen;Ränta;;;;17,85;SEK;;;;;
2024-04-16;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2024-04-08;Utdelningsportföljen;Utländsk källskatt;Utdelning NDA SE 10.6067 SEK/aktie [0,92 EUR] 35%;1160;;-4306,31;SEK;;;;FI4000297767;
2024-04-08;Utdelningsportföljen;Utdelning;Nordea Bank;1160;10,60668;12303,75;SEK;;;SEK;FI4000297767;
2024-04-03;Utdelningsportföljen;Utdelning;Swedbank A;305;15,15;4620,75;SEK;;;SEK;SE0000242455;
2024-03-29;Utdelningsportföljen;Ränta;;;;15,08;SEK;;;;;
2024-03-29;Oscars Portfölj;Insättning;Direktinsättning via Swish;;;500;SEK;;;;;
2024-03-26;Utdelningsportföljen;Utdelning;Handelsbanken B;207;13;2691;SEK;;;SEK;SE0007100607;
2024-02-29;Utdelningsportföljen;Ränta;;;;16,31;SEK;;;;;
2024-02-29;Oscars Portfölj;Ränta;;;;0,14;SEK;;;;;
2024-02-22;Oscars Portfölj;Köp;Avanza Zero;7,7635;386,42;-2999,97;SEK;0;;SEK;SE0001718388;
2024-02-14;Oscars Portfölj;Insättning;Överföring från Avanzakonto 4007528;;;3000;SEK;;;;;
2024-02-14;Huvudkontot;Uttag;Överföring till Avanzakonto 9907494;;;-3000;SEK;;;;;
2024-02-14;Huvudkontot;Insättning;Överföring från Avanzakonto 3028640;;;3000;SEK;;;;;
2024-02-14;Utdelningsportföljen;Uttag;Överföring till Avanzakonto 4007528;;;-3000;SEK;;;;;
2024-02-07;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2024-02-07;Utdelningsportföljen;Köp;Brinova Fastigheter B;1131;17,930416;-20318;SEK;39;;SEK;SE0008347652;
2024-02-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie 15%;200;;-87;SEK;;1;;US00206R1023;
2024-02-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;579,98;SEK;;1;USD;US00206R1023;
2024-01-31;Utdelningsportföljen;Ränta;;;;19,5;SEK;;;;;
2023-12-29;Utdelningsportföljen;Ränta;;;;19,5;SEK;;;;;
2023-11-30;Utdelningsportföljen;Ränta;;;;19,5;SEK;;;;;
2023-11-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie;200;;-92,49;SEK;;1;;US00206R1023;
2023-11-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;616,6;SEK;;1;USD;US00206R1023;
2023-10-31;Utdelningsportföljen;Ränta;;;;19,2;SEK;;;;;
2023-10-30;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2023-10-12;Utdelningsportföljen;Utdelning;Tele2 B;300;3,4;1020;SEK;;;SEK;SE0005190238;
2023-09-29;Utdelningsportföljen;Ränta;;;;19,2;SEK;;;;;
2023-08-31;Utdelningsportföljen;Ränta;;;;18,9;SEK;;;;;
2023-08-02;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2023-08-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie;200;;-88,63;SEK;;1;;US00206R1023;
2023-08-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;590,85;SEK;;1;USD;US00206R1023;
2023-07-31;Utdelningsportföljen;Ränta;;;;18,9;SEK;;;;;
2023-06-30;Utdelningsportföljen;Ränta;;;;18,9;SEK;;;;;
2023-05-31;Utdelningsportföljen;Ränta;;;;18,57;SEK;;;;;
2023-05-22;Utdelningsportföljen;Utdelning;Tele2 B;300;3,4;1020;SEK;;;SEK;SE0005190238;
2023-05-10;Utdelningsportföljen;Utdelning;Peab B;400;4;1600;SEK;;;SEK;SE0000106205;
2023-05-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie;200;;-85,69;SEK;;1;;US00206R1023;
2023-05-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;571,24;SEK;;1;USD;US00206R1023;
2023-05-01;Utdelningsportföljen;Utdelning;Softronic B;1876;1;1876;SEK;;;SEK;SE0000323305;
2023-04-28;Utdelningsportföljen;Ränta;;;;17,31;SEK;;;;;
2023-04-13;Utdelningsportföljen;Utdelning;Telia Company;1188;0,5;594;SEK;;;SEK;SE0000667925;
2023-04-05;Utdelningsportföljen;Utdelning;Swedbank A;305;9,75;2973,75;SEK;;;SEK;SE0000242455;
2023-04-05;Utdelningsportföljen;Utländsk källskatt;Utdelning NDA SE 9.00696 SEK/aktie;1160;;-3656,82;SEK;;;;FI4000297767;
2023-04-05;Utdelningsportföljen;Utdelning;Nordea Bank;1160;9,00696;10448,07;SEK;;;SEK;FI4000297767;
2023-04-04;Utdelningsportföljen;Utdelning;SBB Norden D;4000;0,5;2000;SEK;;;SEK;SE0011844091;
2023-03-31;Utdelningsportföljen;Ränta;;;;14,74;SEK;;;;;
2023-03-28;Utdelningsportföljen;Utdelning;Handelsbanken B;207;8;1656;SEK;;;SEK;SE0007100607;
2023-02-28;Utdelningsportföljen;Ränta;;;;16,24;SEK;;;;;
2023-02-23;Utdelningsportföljen;Uttag;Uttag till 6000355308118;;;-10000;SEK;;;;;
2023-02-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie;200;;-85,71;SEK;;1;;US00206R1023;
2023-02-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;571,42;SEK;;1;USD;US00206R1023;
2023-02-01;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;50000;SEK;;;;;
2023-01-31;Utdelningsportföljen;Ränta;;;;6,27;SEK;;;;;
2023-01-03;Utdelningsportföljen;Utdelning;SBB Norden D;4000;0,5;2000;SEK;;;SEK;SE0011844091;
2022-11-21;Utdelningsportföljen;Köp;Tele2 B;300;95,18;-28597;SEK;43;;SEK;SE0005190238;
2022-11-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie;200;;-91,53;SEK;;1;;US00206R1023;
2022-11-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;610,18;SEK;;1;USD;US00206R1023;
2022-10-31;Utdelningsportföljen;Utdelning;Telia Company;1188;1,05;1247,4;SEK;;;SEK;SE0000667925;
2022-10-04;Utdelningsportföljen;Utdelning;SBB Norden D;4000;0,5;2000;SEK;;;SEK;SE0011844091;
2022-08-22;Utdelningsportföljen;Övrigt;Warner Bros. Discovery A;;13,076959;53,4;SEK;;;USD;US9344231041;
2022-08-22;Utdelningsportföljen;Övrigt;Warner Bros. Discovery A;-0,3834;13,076959;;;;;USD;US9344231041;53,359321
2022-08-22;Utdelningsportföljen;Övrigt;Warner Bros. Discovery A;0,3834;;;;;;;US9344231041;
2022-08-17;Utdelningsportföljen;Sälj;Realty Income REIT;-59;73,43;44839,04;SEK;62,18;10,364125;USD;US7561091049;15262,345652
2022-08-16;Utdelningsportföljen;Utländsk källskatt;Utdelning O.N 0.2475 USD/aktie;59;;-22,71;SEK;;;;US7561091049;
2022-08-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;0,2475;151,42;SEK;;;USD;US7561091049;
2022-08-02;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie;200;;-84,49;SEK;;;;US00206R1023;
2022-08-02;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;563,25;SEK;;;USD;US00206R1023;
2022-07-25;Utdelningsportföljen;Köp;Peab B;400;68,338;-27376;SEK;41;;SEK;SE0000106205;
2022-07-22;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;20000;SEK;;;;;
2022-07-18;Utdelningsportföljen;Utländsk källskatt;Utdelning O.N 0.2475 USD/aktie;59;;-22,74;SEK;;;;US7561091049;
2022-07-18;Utdelningsportföljen;Utdelning;Realty Income REIT;59;0,2475;151,61;SEK;;;USD;US7561091049;
2022-07-04;Utdelningsportföljen;Utdelning;SBB Norden D;4000;0,5;2000;SEK;;;SEK;SE0011844091;
2022-06-27;Utdelningsportföljen;Köp;SBB Norden D;2000;17,609925;-35273;SEK;53;;SEK;SE0011844091;
2022-06-16;Utdelningsportföljen;Utländsk källskatt;Utdelning O.N 0.247 USD/aktie;59;;-22,42;SEK;;;;US7561091049;
2022-06-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;0,247;149,49;SEK;;;USD;US7561091049;
2022-06-15;Utdelningsportföljen;Sälj;Warner Bros. Discovery A;-48;14,32;6910,92;SEK;60,86;10,142829;USD;US9344231041;-4241,441761
2022-06-15;Utdelningsportföljen;Sälj;Orion Properties;-5;11,6501;529,96;SEK;60,86;10,142829;USD;US68629Y1038;-369,067165
2022-06-15;Utdelningsportföljen;Sälj;Industrivärden A;-3;239,9;681;SEK;39;;SEK;SE0000190126;-154,2
2022-05-17;Utdelningsportföljen;Utdelning;Softronic B;1876;1,35;2532,6;SEK;;;SEK;SE0000323305;
2022-05-16;Utdelningsportföljen;Utländsk källskatt;Utdelning O.N 0.247 USD/aktie;59;;-21,98;SEK;;;;US7561091049;
2022-05-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;0,247;146,54;SEK;;;USD;US7561091049;
2022-05-03;Utdelningsportföljen;Utländsk källskatt;Utdelning T.N 0.2775 USD/aktie;200;;-82,09;SEK;;;;US00206R1023;
2022-05-03;Utdelningsportföljen;Utdelning;AT&T;200;0,2775;547,25;SEK;;;USD;US00206R1023;
2022-05-02;Utdelningsportföljen;Köp;SBB Norden D;1000;26,06;-26099;SEK;39;;SEK;SE0011844091;
2022-04-27;Utdelningsportföljen;Utdelning;Industrivärden A;3;6,75;20,25;SEK;;;SEK;SE0000190126;
2022-04-18;Utdelningsportföljen;Utländsk källskatt;Utdelning O.N 0.246999 USD/aktie;59;;-20,89;SEK;;;;US7561091049;
2022-04-18;Utdelningsportföljen;Utdelning;Realty Income REIT;59;0,246999;139,26;SEK;;;USD;US7561091049;
2022-04-18;Utdelningsportföljen;Utdelning;Orion Properties;5;0,1;4,78;SEK;;;USD;US68629Y1038;
2022-04-14;Utdelningsportföljen;Värdepappersöverföring;VP-utd från AT&T WARNER BROS DISCOVERY INC;48;232,340833;;;0;0;SEK;US9344231041;
2022-04-12;Utdelningsportföljen;Utdelning;Telia Company;1188;1;1188;SEK;0;;SEK;SE0000667925;
2022-04-06;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt NORDEA BANK SE;1160;;-2885,49;SEK;0;;;FI4000297767;
2022-04-06;Utdelningsportföljen;Utdelning;Nordea Bank;1160;7,107138;8244,28;SEK;0;;SEK;FI4000297767;
2022-04-05;Utdelningsportföljen;Utdelning;Swedbank A;305;11,25;3431,25;SEK;0;;SEK;SE0000242455;
2022-04-04;Utdelningsportföljen;Utdelning;SBB Norden D;1000;0,5;500;SEK;0;;SEK;SE0011844091;
2022-03-29;Utdelningsportföljen;Utdelning;Handelsbanken B;207;5;1035;SEK;0;;SEK;SE0007100607;
2022-03-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-20,63;SEK;0;0;;US7561091049;
2022-03-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,331592;137,56;SEK;0;0;SEK;US7561091049;
2022-03-02;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-166,01;SEK;0;0;;US7561091049;
2022-03-02;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;218,79;SEK;0;0;;US7561091049;
2022-02-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-20,22;SEK;0;0;;US7561091049;
2022-02-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,284844;134,8;SEK;0;0;SEK;US7561091049;
2022-02-03;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt AT&T INC;200;;-141,75;SEK;0;0;;US00206R1023;
2022-02-03;Utdelningsportföljen;Utdelning;AT&T;200;4,725124;945,02;SEK;0;0;SEK;US00206R1023;
2022-01-17;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-19,63;SEK;0;0;;US7561091049;
2022-01-17;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,218379;130,88;SEK;0;0;SEK;US7561091049;
2022-01-10;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;30000;SEK;0;;;;
2022-01-04;Utdelningsportföljen;Utdelning;SBB Norden D;1000;0,5;500;SEK;0;;SEK;SE0011844091;
2021-12-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-19,58;SEK;0;0;;US7561091049;
2021-12-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,213348;130,58;SEK;0;0;SEK;US7561091049;
2021-11-25;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-218,79;SEK;0;0;;US7561091049;
2021-11-24;Utdelningsportföljen;Sälj;Orion Office REIT;9;16,15842;-1303;SEK;0;8,9562;USD;ZZ68629Y1038;
2021-11-24;Utdelningsportföljen;Sälj;Orion Office REIT;-9;1,79965;145;SEK;0;8,978647;USD;ZZ68629Y1038;
2021-11-23;Utdelningsportföljen;Sälj;Orion Office REIT;-9;16,15842;1303;SEK;0;8,9562;USD;ZZ68629Y1038;
2021-11-23;Utdelningsportföljen;Värdepappersöverföring;INLÄGG FRAK SO ONL.N Orion Office REIT;9;;;;0;0;;ZZ68629Y1038;
2021-11-17;Utdelningsportföljen;Värdepappersöverföring;Värdepappersutdelning 1:10 Orion Office REIT;5;;;;0;0;;US68629Y1038;
2021-11-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-18,37;SEK;0;0;;US7561091049;
2021-11-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,076447;122,51;SEK;0;0;SEK;US7561091049;
2021-11-03;Utdelningsportföljen;Utdelning;Swedbank A;305;7,3;2226,5;SEK;0;;SEK;SE0000242455;
2021-11-02;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt AT&T INC;83;;-55,13;SEK;0;0;;US00206R1023;
2021-11-02;Utdelningsportföljen;Utdelning;AT&T;83;4,428611;367,57;SEK;0;0;SEK;US00206R1023;
2021-11-01;Utdelningsportföljen;Utdelning;Telia Company;1188;1;1188;SEK;0;;SEK;SE0000667925;
2021-10-27;Utdelningsportföljen;Köp;AT&T;117;25,24504;-25471;SEK;52;8,606062;USD;US00206R1023;
2021-10-27;Utdelningsportföljen;Sälj;INDUSTRIVÄRDEN A FRAKTIONER X100;-18;2,858889;51;SEK;0;;SEK;ZZ0000190126;
2021-10-27;Utdelningsportföljen;Värdepappersöverföring;CA - Fraktionsutbetalning INDU A INDUSTRIVÄRDEN A FRAKTIONER X100;18;;;;0;;;ZZ0000190126;
2021-10-25;Utdelningsportföljen;Övrigt;HANDELSBANKEN DELRÄTT 211;-207;;;;0;;;XX0000190126;
2021-10-25;Utdelningsportföljen;Övrigt;Industrivärden A;3;;;;0;;;SE0000190126;
2021-10-25;Utdelningsportföljen;Övrigt;HANDELSBANKEN DELRÄTT 211;207;;;;0;;;XX0000190126;
2021-10-18;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt REALTY INCOME CORP;59;;-18,02;SEK;0;0;;US7561091049;
2021-10-18;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,03726;120,19;SEK;0;0;SEK;US7561091049;
2021-10-14;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt NORDEA BANK SE;1160;;-2948,83;SEK;0;;;FI4000297767;
2021-10-14;Utdelningsportföljen;Utdelning;Nordea Bank;1160;7,26315;8425,25;SEK;0;;SEK;FI4000297767;
2021-10-04;Utdelningsportföljen;Utdelning;SBB Norden D;1000;0,5;500;SEK;0;;SEK;SE0011844091;
2021-09-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-17,98;SEK;0;0;;US7561091049;
2021-09-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,03168;119,86;SEK;0;0;SEK;US7561091049;
2021-08-25;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;30000;SEK;0;;;;
2021-08-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-18,01;SEK;0;0;;US7561091049;
2021-08-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,035072;120,06;SEK;0;0;SEK;US7561091049;
2021-08-03;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;83;;-55,4;SEK;0;0;;US00206R1023;
2021-08-03;Utdelningsportföljen;Utdelning;AT&T;83;4,450593;369,39;SEK;0;0;SEK;US00206R1023;
2021-07-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-18,04;SEK;0;0;;US7561091049;
2021-07-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;2,03929;120,31;SEK;0;0;SEK;US7561091049;
2021-07-01;Utdelningsportföljen;Köp;SBB Norden D;1000;29,2;-29244;SEK;44;;SEK;SE0011844091;
2021-06-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-17,33;SEK;0;0;;US7561091049;
2021-06-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;1,959097;115,58;SEK;0;0;SEK;US7561091049;
2021-05-17;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-17,29;SEK;0;0;;US7561091049;
2021-05-17;Utdelningsportföljen;Utdelning;Realty Income REIT;59;1,954621;115,32;SEK;0;0;SEK;US7561091049;
2021-05-12;Utdelningsportföljen;Utdelning;Softronic B;1876;3;5628;SEK;0;;SEK;SE0000323305;
2021-05-04;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;83;;-54,61;SEK;0;0;;US00206R1023;
2021-05-04;Utdelningsportföljen;Utdelning;AT&T;83;4,386743;364,09;SEK;0;0;SEK;US00206R1023;
2021-04-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-17,49;SEK;0;0;;US7561091049;
