Datum;Konto;Typ av transaktion;Värdepapper/beskrivning;Antal;Kurs;Belopp;Transaktionsvaluta;Courtage;Valutakurs;Instrumentvaluta;ISIN;Resultat
2021-04-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;1,976284;116,6;SEK;0;0;SEK;US7561091049;
2021-04-16;Utdelningsportföljen;Utdelning;Telia Company;1188;1;1188;SEK;0;;SEK;SE0000667925;
2021-04-16;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;20000;SEK;0;;;;
2021-03-31;Utdelningsportföljen;Utdelning;Swedbank A;305;2,9;884,5;SEK;0;;SEK;SE0000242455;
2021-03-30;Utdelningsportföljen;Utdelning;Handelsbanken B;207;4,1;848,7;SEK;0;;SEK;SE0007100607;
2021-03-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-17,6;SEK;0;0;;US7561091049;
2021-03-16;Utdelningsportföljen;Utdelning;Realty Income REIT;59;1,989335;117,37;SEK;0;0;SEK;US7561091049;
2021-03-03;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;1160;;-288,7;SEK;0;;;FI4000297767;
2021-03-03;Utdelningsportföljen;Utdelning;Nordea Bank;1160;0,711088;824,86;SEK;0;;SEK;FI4000297767;
2021-02-19;Utdelningsportföljen;Utdelning;Swedbank A;305;4,35;1326,75;SEK;0;;SEK;SE0000242455;
2021-02-17;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;59;;-17,23;SEK;0;0;;US7561091049;
2021-02-17;Utdelningsportföljen;Utdelning;Realty Income REIT;59;1,947159;114,88;SEK;0;0;SEK;US7561091049;
2021-02-02;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;83;;-54,5;SEK;0;0;;US00206R1023;
2021-02-02;Utdelningsportföljen;Utdelning;AT&T;83;4,377824;363,35;SEK;0;0;SEK;US00206R1023;
2021-01-22;Utdelningsportföljen;Köp;Realty Income REIT;41;58,86;-20128;SEK;50;8,319898;USD;US7561091049;
2021-01-22;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;20000;SEK;0;;;;
2021-01-18;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;18;;-5,31;SEK;0;0;;US7561091049;
2021-01-18;Utdelningsportföljen;Utdelning;Realty Income REIT;18;1,969983;35,45;SEK;0;0;SEK;US7561091049;
2020-12-21;Utdelningsportföljen;Köp;AT&T;83;29,06;-20011;SEK;50;8,275888;USD;US00206R1023;
2020-12-21;Utdelningsportföljen;Sälj;HANZA;-1520;13,85;21013;SEK;39;;SEK;SE0005878543;
2020-12-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;18;;-5,26;SEK;0;0;;US7561091049;
2020-12-16;Utdelningsportföljen;Utdelning;Realty Income REIT;18;1,948779;35,07;SEK;0;0;SEK;US7561091049;
2020-12-08;Utdelningsportföljen;Utdelning;Telia Company;1188;0,65;772,2;SEK;0;;SEK;SE0000667925;
2020-11-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;18;;-5,46;SEK;0;0;;US7561091049;
2020-11-16;Utdelningsportföljen;Utdelning;Realty Income REIT;18;2,022695;36,4;SEK;0;0;SEK;US7561091049;
2020-10-28;Utdelningsportföljen;Köp;Telia Company;30;34,3;-1068;SEK;39;;SEK;SE0000667925;
2020-10-27;Utdelningsportföljen;Utdelning;Telia Company;1158;0,9;1042,2;SEK;0;;SEK;SE0000667925;
2020-10-16;Utdelningsportföljen;Utländsk källskatt;Utländsk källskatt;18;;-5,57;SEK;0;0;;US7561091049;
2020-10-16;Utdelningsportföljen;Utdelning;Realty Income REIT;18;2,064107;37,15;SEK;0;0;SEK;US7561091049;
2020-09-17;Utdelningsportföljen;Köp;Realty Income REIT;18;65,02;-10348;SEK;53;8,796136;USD;US7561091049;
2020-09-17;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;10000;SEK;0;;;;
2020-09-16;Utdelningsportföljen;Köp;HANZA;1408;14,299609;-20173;SEK;39;;SEK;SE0005878543;
2020-09-14;Utdelningsportföljen;Köp;Telia Company;1158;34,54;-40057;SEK;60;;SEK;SE0000667925;
2020-08-31;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;20000;SEK;0;;;;
2020-07-23;Utdelningsportföljen;Sälj;Kinnevik B;-54;313,4;16885;SEK;39;;SEK;SE0013256682;
2020-06-09;Utdelningsportföljen;Köp;Handelsbanken B;100;98,9;-9929;SEK;39;;SEK;SE0007100607;
2020-06-09;Utdelningsportföljen;Köp;Softronic B;676;14,9;-10111;SEK;39;;SEK;SE0000323305;
2020-05-14;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;10000;SEK;0;;;;
2020-05-13;Utdelningsportföljen;Sälj;Byggmax Group;-700;49,48;34584;SEK;52;;SEK;SE0003303627;
2020-04-03;Utdelningsportföljen;Köp;Avanza Zero;83,1661;204,40997;-16999,98;SEK;0;;SEK;SE0001718388;
2020-04-03;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;15088;SEK;0;;;;
2020-04-03;Fonder;Värdepappersöverföring;ÖVERFÖRING MELLAN EGNA KONTON;89,9685;222,3;;;0;;SEK;SE0001718388;
2020-04-03;Utdelningsportföljen;Värdepappersöverföring;ÖVERFÖRING MELLAN EGNA KONTON;-89,9685;222,3;;;0;;SEK;SE0001718388;
2020-03-10;Utdelningsportföljen;Köp;Avanza Zero;89,9685;222,300027;-20000;SEK;0;;SEK;SE0001718388;
2020-03-09;Utdelningsportföljen;Köp;Kinnevik B;54;185,2;-10040;SEK;39;;SEK;SE0013256682;
2020-03-09;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;30000;SEK;0;;;;
2020-03-04;Utdelningsportföljen;Köp;Nordea Bank;800;76,54;-61324;SEK;92;;SEK;FI4000297767;
2020-02-21;Utdelningsportföljen;Köp;Softronic B;1000;19,19278;-19232;SEK;39;;SEK;SE0000323305;
2020-02-12;Utdelningsportföljen;Köp;Byggmax Group;400;29;-11639;SEK;39;;SEK;SE0003303627;
2020-01-13;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;30000;SEK;0;;;;
2019-11-07;Utdelningsportföljen;Sälj;Hexagon B;-10;533;5291;SEK;39;;SEK;SE0000103699;
2019-10-10;Utdelningsportföljen;Köp;Swedbank A;100;134,8;-13519;SEK;39;;SEK;SE0000242455;
2019-10-10;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;30000;SEK;0;;;;
2019-10-02;Utdelningsportföljen;Köp;Brinova Fastigheter B;500;24,7;-12389;SEK;39;;SEK;SE0008347652;
2019-07-25;Utdelningsportföljen;Köp;Nordea Bank;160;62,94;-10109;SEK;39;;SEK;FI4000297767;
2019-07-17;Utdelningsportföljen;Uttag;Uttag till 6000530198932;;;-2000;SEK;0;;;;
2019-07-16;Utdelningsportföljen;Köp;Byggmax Group;300;33,86;-10197;SEK;39;;SEK;SE0003303627;
2019-07-04;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;25000;SEK;0;;;;
2019-07-03;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;25000;SEK;0;;;;
2019-07-01;Utdelningsportföljen;Sälj;Eolus B;-93;76;7029;SEK;39;;SEK;SE0007075056;
2019-06-03;Utdelningsportföljen;Köp;Handelsbanken B;107;93,4;-10033;SEK;39;;SEK;SE0007100607;
2019-06-03;Utdelningsportföljen;Köp;Swedbank A;75;134,7;-10142;SEK;39;;SEK;SE0000242455;
2019-05-31;Utdelningsportföljen;Köp;Hexagon B;10;443;-4469;SEK;39;;SEK;SE0000103699;
2019-05-16;Utdelningsportföljen;Köp;Nordea Bank;100;71,91;-7230;SEK;39;;SEK;FI4000297767;
2019-05-16;Utdelningsportföljen;Köp;Swedbank A;65;144,7;-9445;SEK;39;;SEK;SE0000242455;
2019-05-14;Utdelningsportföljen;Utdelning;Softronic B;200;1;200;SEK;0;;SEK;SE0000323305;
2019-05-13;Utdelningsportföljen;Utdelning;HANZA;112;0,25;28;SEK;0;;SEK;SE0005878543;
2019-05-06;Utdelningsportföljen;Köp;Eolus B;93;54;-5061;SEK;39;;SEK;SE0007075056;
2019-05-03;Utdelningsportföljen;Köp;HANZA;112;17,6;-2010;SEK;39;;SEK;SE0005878543;
2019-04-26;Utdelningsportföljen;Köp;Nordea Bank;100;77,72;-7811;SEK;39;;SEK;FI4000297767;
2019-04-26;Utdelningsportföljen;Köp;Softronic B;200;18,3;-3699;SEK;39;;SEK;SE0000323305;
2019-04-26;Utdelningsportföljen;Köp;Swedbank A;50;153,45;-7712;SEK;39;;SEK;SE0000242455;
2019-04-26;Utdelningsportföljen;Köp;Swedbank A;15;153,5;-2342;SEK;39;;SEK;SE0000242455;
2019-04-23;Utdelningsportföljen;Köp;Brinova Fastigheter B;500;18,7685;-9423;SEK;39;;SEK;SE0008347652;
2019-04-15;Utdelningsportföljen;Sälj;Nordea Småbolagsfond Sverige;-100,133;330,40596;33084,54;SEK;0;;SEK;SE0003653302;
2019-04-10;Utdelningsportföljen;Sälj;Handelsbanken B;-100;104,2;10381;SEK;39;;SEK;SE0007100607;
2019-04-10;Utdelningsportföljen;Sälj;ABB;-100;180,2;17981;SEK;39;;SEK;CH0012221716;
2019-04-03;Utdelningsportföljen;Sälj;Alfa Laval;-100;217,3;21691;SEK;39;;SEK;SE0000695876;
2019-04-02;Utdelningsportföljen;Utdelning;Handelsbanken B;100;5,5;550;SEK;0;;SEK;SE0007100607;
2019-03-15;Utdelningsportföljen;Köp;Handelsbanken B;100;106,6;-10699;SEK;39;;SEK;SE0007100607;
2019-03-15;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;20000;SEK;0;;;;
2019-02-13;Utdelningsportföljen;Uttag;Överföring till Collector 4163401;;;-2;SEK;0;;;;
2019-02-08;Utdelningsportföljen;Insättning;Överföring från Avanzakonto 4007528;;;29,05;SEK;0;;;;
2019-02-08;Huvudkontot;Uttag;Överföring till Avanzakonto 3028640;;;-29,05;SEK;0;;;;
2018-12-07;Utdelningsportföljen;Köp;ABB;100;173,4;-17383;SEK;43;;SEK;CH0012221716;
2018-12-04;Utdelningsportföljen;Insättning;Överföring från Avanzakonto 4007528;;;20000;SEK;0;;;;
2018-12-04;Huvudkontot;Uttag;Överföring till Avanzakonto 3028640;;;-20000;SEK;0;;;;
2018-12-03;Huvudkontot;Insättning;Överföring från Avanzakonto 3028640;;;20000;SEK;0;;;;
2018-12-03;Utdelningsportföljen;Uttag;Överföring till Avanzakonto 4007528;;;-20000;SEK;0;;;;
2018-12-03;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;20000;SEK;0;;;;
2018-11-20;Utdelningsportföljen;Köp;Alfa Laval;100;196;-19649;SEK;49;;SEK;SE0000695876;
2018-11-20;Utdelningsportföljen;Uttag;Överföring till Collector 4163401;;;-10000;SEK;0;;;;
2018-10-26;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;30000;SEK;0;;;;
2018-07-18;Utdelningsportföljen;Sälj;VICTORIA PARK B;-70;38,35;2685;SEK;0;;SEK;SE0005932795;
2018-07-10;Utdelningsportföljen;Köp;Nordea Småbolagsfond Sverige;100,133;299,600332;-29999,88;SEK;0;;SEK;SE0003653302;
2018-07-06;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;13000;SEK;0;;;;
2018-06-15;Utdelningsportföljen;Insättning;Direktinsättning från Handelsbanken;;;10000;SEK;0;;;;
2018-04-30;Utdelningsportföljen;Utdelning;VICTORIA PARK B;70;0,4;28;SEK;0;;SEK;SE0005932795;
2018-03-23;Utdelningsportföljen;Sälj;Gapwaves B;-45;17,86;802;SEK;2;;SEK;SE0009155518;
2018-03-23;Utdelningsportföljen;Sälj;SaltX Technology Holding B;-60;19,39;1160;SEK;3;;SEK;SE0005308541;
2018-01-29;Utdelningsportföljen;Sälj;Platzer Fastigheter Holding B;-100;51,6;5160;SEK;0;;SEK;SE0004977692;
2017-11-21;Utdelningsportföljen;Köp;VICTORIA PARK B;70;30,1;-2107;SEK;0;;SEK;SE0005932795;
2017-11-21;Utdelningsportföljen;Köp;Platzer Fastigheter Holding B;100;45,1;-4510;SEK;0;;SEK;SE0004977692;
2017-10-30;Utdelningsportföljen;Sälj;Dometic Group;-40;72,85;2914;SEK;0;;SEK;SE0007691613;
2017-10-17;Utdelningsportföljen;Köp;Dometic Group;40;65,4;-2616;SEK;0;;SEK;SE0007691613;
2017-10-17;Utdelningsportföljen;Köp;SaltX Technology Holding B;60;42,5;-2556;SEK;6;;SEK;SE0005308541;
2017-10-12;Utdelningsportföljen;Sälj;Peab B;-20;84;1680;SEK;0;;SEK;SE0000106205;
2017-10-11;Utdelningsportföljen;Köp;Gapwaves B;45;53,5;-2414;SEK;6;;SEK;SE0009155518;
2017-09-25;Utdelningsportföljen;Sälj;Nordea Bank;-20;106,7;2134;SEK;0;;SEK;SE0000427361;
2017-09-20;Utdelningsportföljen;Sälj;SKF B;-15;169,1;2537;SEK;0;;SEK;SE0000108227;
2017-09-06;Utdelningsportföljen;Sälj;Peab B;-10;85,9;859;SEK;0;;SEK;SE0000106205;
2017-09-05;Utdelningsportföljen;Sälj;H&M B;-10;197,2;1972;SEK;0;;SEK;SE0000106270;
2017-08-31;Huvudkontot;Ränta;Skuldränta;;;-1,87;SEK;0;;;;
2017-08-31;Huvudkontot;Övrigt;Moms;;;-199,8;SEK;0;;;;
2017-08-31;Huvudkontot;Övrigt;Online Trader;;;-799,2;SEK;0;;;;
2017-08-30;Utdelningsportföljen;Köp;SKF B;15;155,4;-2331;SEK;0;;SEK;SE0000108227;
2017-08-30;Utdelningsportföljen;Köp;H&M B;10;202;-2020;SEK;0;;SEK;SE0000106270;
2017-08-30;Huvudkontot;Insättning;Direktinsättning från Handelsbanken;;;1000;SEK;0;;;;
2017-08-29;Utdelningsportföljen;Sälj;Volvo B;-10;133,4;1334;SEK;0;;SEK;SE0000115446;
2017-08-29;Utdelningsportföljen;Köp;Peab B;30;88,3;-2649;SEK;0;;SEK;SE0000106205;
2017-08-25;Utdelningsportföljen;Sälj;BEAR OMX X15 AVA 4;-600;4,72;2832;SEK;0;;SEK;GB00BVZZ0734;
2017-08-25;Utdelningsportföljen;Köp;BEAR OMX X15 AVA 4;600;4,87;-2922;SEK;0;;SEK;GB00BVZZ0734;
2017-08-25;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;5,43;3258;SEK;0;;SEK;GB00BVZW5T14;
2017-08-25;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;5,14;-3084;SEK;0;;SEK;GB00BVZW5T14;
2017-08-11;Utdelningsportföljen;Sälj;SSAB B;-60;32,68;1961;SEK;0;;SEK;SE0000120669;
2017-08-10;Utdelningsportföljen;Sälj;Peab B;-50;96,1;4805;SEK;0;;SEK;SE0000106205;
2017-08-09;Utdelningsportföljen;Köp;Nordea Bank;20;103,7;-2074;SEK;0;;SEK;SE0000427361;
2017-08-09;Utdelningsportföljen;Köp;Volvo B;10;141;-1410;SEK;0;;SEK;SE0000115446;
2017-08-09;Utdelningsportföljen;Köp;SSAB B;60;33,95;-2037;SEK;0;;SEK;SE0000120669;
2017-08-09;Huvudkontot;Insättning;Direktinsättning från Handelsbanken;;;1000;SEK;0;;;;
2017-08-04;Utdelningsportföljen;Sälj;HUSQVARNA AK B;-60;80,3;4818;SEK;0;;SEK;SE0001662230;
2017-08-01;Huvudkontot;Övrigt;Moms;;;-199,8;SEK;0;;;;
2017-08-01;Huvudkontot;Övrigt;Online Trader;;;-799,2;SEK;0;;;;
2017-07-27;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-240;8,27;1985;SEK;0;;SEK;GB00BVZW5T14;
2017-07-26;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;240;8,45;-2028;SEK;0;;SEK;GB00BVZW5T14;
2017-07-25;Utdelningsportföljen;Köp;HUSQVARNA AK B;60;82;-4920;SEK;0;;SEK;SE0001662230;
2017-07-18;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-550;12,259091;6743;SEK;0;;SEK;GB00BVZW5T14;
2017-07-18;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-550;12,445455;6845;SEK;0;;SEK;GB00BVZW5T14;
2017-07-18;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;550;12,48;-6864;SEK;0;;SEK;GB00BVZW5T14;
2017-07-18;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;550;13,06;-7183;SEK;0;;SEK;GB00BVZW5T14;
2017-07-17;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-420;16,23;6817;SEK;0;;SEK;GB00BVZW5T14;
2017-07-17;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;420;16,52;-6938;SEK;0;;SEK;GB00BVZW5T14;
2017-07-13;Utdelningsportföljen;Sälj;BEAR OMX X15 AVA 4;-2800;2,58;7224;SEK;0;;SEK;GB00BVZZ0734;
2017-07-13;Utdelningsportföljen;Sälj;BEAR OMX X15 AVA 4;-2800;2,46;6888;SEK;0;;SEK;GB00BVZZ0734;
2017-07-13;Utdelningsportföljen;Köp;BEAR OMX X15 AVA 4;2800;2,5;-7000;SEK;0;;SEK;GB00BVZZ0734;
2017-07-13;Utdelningsportföljen;Köp;BEAR OMX X15 AVA 4;2800;2,5;-7000;SEK;0;;SEK;GB00BVZZ0734;
2017-07-12;Utdelningsportföljen;Sälj;BEAR OMX X15 AVA 4;-2800;2,67;7476;SEK;0;;SEK;GB00BVZZ0734;
2017-07-12;Utdelningsportföljen;Köp;BEAR OMX X15 AVA 4;2800;2,71;-7588;SEK;0;;SEK;GB00BVZZ0734;
2017-07-12;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-400;17,94;7176;SEK;0;;SEK;GB00BVZW5T14;
2017-07-12;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;400;18,18;-7272;SEK;0;;SEK;GB00BVZW5T14;
2017-07-11;Utdelningsportföljen;Sälj;BEAR OMX X15 AVA 4;-2200;3,27;7194;SEK;0;;SEK;GB00BVZZ0734;
2017-07-11;Utdelningsportföljen;Sälj;BEAR OMX X15 AVA 4;-2200;3,3;7260;SEK;0;;SEK;GB00BVZZ0734;
2017-07-11;Utdelningsportföljen;Köp;BEAR OMX X15 AVA 4;2200;3,31;-7282;SEK;0;;SEK;GB00BVZZ0734;
2017-07-11;Utdelningsportföljen;Köp;BEAR OMX X15 AVA 4;2200;3,23;-7106;SEK;0;;SEK;GB00BVZZ0734;
2017-07-11;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-500;15,23;7615;SEK;0;;SEK;GB00BVZW5T14;
2017-07-11;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-500;15,41;7705;SEK;0;;SEK;GB00BVZW5T14;
2017-07-11;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;500;15,44;-7720;SEK;0;;SEK;GB00BVZW5T14;
2017-07-11;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;500;15,16;-7580;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-500;14,32;7160;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-500;14,45;7225;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-500;14,5015;7251;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-500;14,71;7355;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;500;14,63;-7315;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;500;14,63;-7315;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;500;14,8;-7400;SEK;0;;SEK;GB00BVZW5T14;
2017-07-07;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;500;15,12;-7560;SEK;0;;SEK;GB00BVZW5T14;
2017-07-05;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-500;16,13;8065;SEK;0;;SEK;GB00BVZW5T14;
2017-07-05;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;500;15,46;-7730;SEK;0;;SEK;GB00BVZW5T14;
2017-07-05;Utdelningsportföljen;Uttag;Uttag till 6000530198932;;;-3000;SEK;0;;;;
2017-07-04;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;15,31;9186;SEK;0;;SEK;GB00BVZW5T14;
2017-07-04;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;15,35;9210;SEK;0;;SEK;GB00BVZW5T14;
2017-07-04;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;15,1;9060;SEK;0;;SEK;GB00BVZW5T14;
2017-07-04;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;15,453333;-9272;SEK;0;;SEK;GB00BVZW5T14;
2017-07-04;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;15,16;-9096;SEK;0;;SEK;GB00BVZW5T14;
2017-07-04;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;15,31;-9186;SEK;0;;SEK;GB00BVZW5T14;
2017-06-30;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-720;14,82;10670;SEK;0;;SEK;GB00BVZW5T14;
2017-06-30;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-720;15,02;10814;SEK;0;;SEK;GB00BVZW5T14;
2017-06-30;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;720;15,08;-10858;SEK;0;;SEK;GB00BVZW5T14;
2017-06-30;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;720;15,22;-10958;SEK;0;;SEK;GB00BVZW5T14;
2017-06-30;Huvudkontot;Övrigt;Moms;;;-199,8;SEK;0;;;;
2017-06-30;Huvudkontot;Övrigt;Online Trader;;;-799,2;SEK;0;;;;
2017-06-29;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;16,67;10002;SEK;0;;SEK;GB00BVZW5T14;
2017-06-29;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;17,1;10260;SEK;0;;SEK;GB00BVZW5T14;
2017-06-29;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;17,283;10370;SEK;0;;SEK;GB00BVZW5T14;
2017-06-29;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-600;18,43;11058;SEK;0;;SEK;GB00BVZW5T14;
2017-06-29;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;16,87;-10122;SEK;0;;SEK;GB00BVZW5T14;
2017-06-29;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;17,39;-10434;SEK;0;;SEK;GB00BVZW5T14;
2017-06-29;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;18,03;-10818;SEK;0;;SEK;GB00BVZW5T14;
2017-06-29;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;600;18,67;-11202;SEK;0;;SEK;GB00BVZW5T14;
2017-06-28;Utdelningsportföljen;Sälj;BEAR OMX X15 AVA 4;-3000;3,608667;10826;SEK;0;;SEK;GB00BVZZ0734;
2017-06-28;Utdelningsportföljen;Köp;BEAR OMX X15 AVA 4;3000;3,69;-11070;SEK;0;;SEK;GB00BVZZ0734;
2017-06-28;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-700;16,55;11585;SEK;0;;SEK;GB00BVZW5T14;
2017-06-28;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-700;16,29;11403;SEK;0;;SEK;GB00BVZW5T14;
2017-06-28;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-700;16,47;11529;SEK;0;;SEK;GB00BVZW5T14;
2017-06-28;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;700;16,2;-11340;SEK;0;;SEK;GB00BVZW5T14;
2017-06-28;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;700;16,55;-11585;SEK;0;;SEK;GB00BVZW5T14;
2017-06-28;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;700;15,73;-11011;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-750;17,75;13313;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-540;18,92;10217;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-210;19,012619;3993;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-700;18,83;13181;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;750;17,38;-13035;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;750;19,19;-14393;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Köp;BULL OMX X15 AVA 4;700;19,07;-13349;SEK;0;;SEK;GB00BVZW5T14;
2017-06-27;Utdelningsportföljen;Uttag;Uttag till 6000530198932;;;-3000;SEK;0;;;;
2017-06-26;Utdelningsportföljen;Sälj;BULL OMX X15 AVA 4;-700;19,79;13853;SEK;0;;SEK;GB00BVZW5T14;
